2017/9/27 9:31:15	链接12306服务器速度:253毫秒[优]

2017/9/27 9:32:16	链接12306服务器速度:1882毫秒[差]

2017/9/27 9:56:18	链接12306服务器速度:1329毫秒[差]

2017/9/27 10:24:05	链接12306服务器速度:186毫秒[优]

2017/9/27 11:15:15	链接12306服务器速度:198毫秒[优]

2017/9/27 12:30:18	链接12306服务器速度:1270毫秒[差]

2017/9/27 14:30:18	链接12306服务器速度:324毫秒[良]

2017/9/27 14:31:18	链接12306服务器速度:236毫秒[优]

2017/9/27 14:43:18	链接12306服务器速度:224毫秒[优]

2017/9/27 14:43:19	链接12306服务器速度:1237毫秒[差]

2017/9/27 14:46:20	链接12306服务器速度:1264毫秒[差]

2017/9/27 14:47:20	链接12306服务器速度:1202毫秒[差]

2017/9/27 15:27:19	链接12306服务器速度:204毫秒[优]

2017/9/27 16:02:11	链接12306服务器速度:218毫秒[优]

2017/9/27 20:18:43	结束车票查询

2017/9/27 20:18:45	结束车票查询

2017/9/27 20:18:49	开始查询2017-10-08车次

2017/9/27 20:18:49	已设置定时抢票,现在不抢票,明天 06:00:00 开始抢票！

2017/9/27 20:18:52	开始查询2017-10-08车次

2017/9/27 20:18:52	已设置定时抢票,现在不抢票,明天 06:00:00 开始抢票！

2017/9/27 20:19:00	结束车票查询

2017/9/27 20:19:02	结束车票查询

2017/9/27 20:19:04	开始查询2017-10-08车次

2017/9/27 20:19:11	开始查询2017-10-08车次

2017/9/27 20:20:47	正在加载QQ聊天窗体...

2017/9/27 20:20:52	QQ窗体加载完成,获取到0个窗口!

2017/9/27 20:21:03	正在加载QQ聊天窗体...

2017/9/27 20:21:08	QQ窗体加载完成,获取到1个窗口!

2017/9/27 20:21:09	[发送成功]没有问题

2017/9/27 20:21:19	[发送成功]没有问题

2017/9/27 20:21:26	正在加载QQ聊天窗体...

2017/9/27 20:21:31	QQ窗体加载完成,获取到1个窗口!

2017/9/27 20:21:42	[发送成功]没有问题

2017/9/27 20:21:57	[发送成功]没有问题

2017/9/27 20:23:24	链接12306服务器速度:647毫秒[差]

2017/9/27 23:00:00	当前时间:23:00:00,23点-06点为12306维护时间！

2017/9/27 23:00:00	正在从[1]号服务器获取时间...

2017/9/27 23:00:00	已设置定时抢票,现在不抢票,明天 06:00:00 开始抢票！

2017/9/27 23:00:02	当前时间:23:00:02,23点-06点为12306维护时间！

2017/9/27 23:00:02	正在从[1]号服务器获取时间...

2017/9/27 23:00:02	已设置定时抢票,现在不抢票,明天 06:00:00 开始抢票！

2017/9/27 23:00:03	正在从[2]号服务器获取时间...

2017/9/27 23:00:05	正在从[2]号服务器获取时间...

2017/9/27 23:00:07	正在从[3]号服务器获取时间...

2017/9/27 23:00:09	正在从[3]号服务器获取时间...

2017/9/27 23:00:10	正在从[4]号服务器获取时间...

2017/9/27 23:00:11	[服务器-4]：2017/9/27 23:00:10

2017/9/27 23:00:11	[本地时间]：2017/9/27 23:00:11

2017/9/27 23:00:10	[设置完毕]已同步时间

2017/9/27 23:00:12	正在从[4]号服务器获取时间...

2017/9/27 23:00:13	[设置完毕]已同步时间

2017/9/27 23:08:15	获取到:1255个CDN,开始智能测速中...

2017/9/27 23:08:15	获取到:1255个CDN,开始智能测速中...

