2018/1/12 14:22:17	正在从[1]号服务器获取时间...

2018/1/12 14:22:20	正在从[2]号服务器获取时间...

2018/1/12 14:22:24	正在从[3]号服务器获取时间...

2018/1/12 14:22:27	正在从[4]号服务器获取时间...

2018/1/12 14:22:31	正在从[5]号服务器获取时间...

2018/1/12 14:22:34	正在从[6]号服务器获取时间...

2018/1/12 14:22:38	正在从[7]号服务器获取时间...

2018/1/12 14:22:41	正在从[8]号服务器获取时间...

2018/1/12 14:22:45	正在从[9]号服务器获取时间...

2018/1/12 14:22:49	[服务器-0]：2018/1/12 14:25:56

2018/1/12 14:22:49	[本地时间]：2018/1/12 14:22:49

2018/1/12 14:25:56	[设置完毕]已同步时间

2018/1/12 14:26:11	正在初始化...已完成

2018/1/12 14:26:12	链接12306服务器速度:247毫秒[优]

2018/1/12 14:26:12	获取到:1690个CDN,开始智能测速中...

2018/1/12 14:26:17	正在配置免登录...

2018/1/12 14:26:27	配置完毕,已打开IE浏览器

2018/1/12 14:28:06	查询完毕,本次查询共用时:4837毫秒

2018/1/12 14:28:23	[查询失败]当前未查到列车，请稍后再试

2018/1/12 14:28:23	查询完毕,本次查询共用时:4332毫秒

2018/1/12 14:28:26	查询完毕,本次查询共用时:5014毫秒

2018/1/12 14:28:51	[查询失败]当前未查到列车，请稍后再试

2018/1/12 14:28:51	查询完毕,本次查询共用时:5808毫秒

2018/1/12 14:28:52	[查询失败]当前未查到列车，请稍后再试

2018/1/12 14:28:52	查询完毕,本次查询共用时:1705毫秒

2018/1/12 14:29:00	查询完毕,本次查询共用时:2082毫秒

2018/1/12 14:29:02	[查询失败]当前未查到列车，请稍后再试

2018/1/12 14:29:02	查询完毕,本次查询共用时:6212毫秒

2018/1/12 14:29:20	查询完毕,本次查询共用时:6764毫秒

2018/1/12 14:29:32	正在加载QQ聊天窗体...

2018/1/12 14:29:36	QQ窗体加载完成,获取到1个窗口!

2018/1/12 14:29:38	[发送成功]没有问题

2018/1/12 14:30:39	查询完毕,本次查询共用时:431毫秒

2018/1/12 14:31:11	查询完毕,本次查询共用时:399毫秒

2018/1/12 14:31:14	查询完毕,本次查询共用时:252毫秒

2018/1/12 14:31:25	开始查询2018-02-10车次

2018/1/12 14:31:48	正在从[1]号服务器获取时间...

2018/1/12 14:31:51	正在从[2]号服务器获取时间...

2018/1/12 14:31:55	正在从[3]号服务器获取时间...

2018/1/12 14:31:57	[代理]已使用IE代理（系统）

2018/1/12 14:31:58	正在从[4]号服务器获取时间...

2018/1/12 14:32:02	正在从[5]号服务器获取时间...

2018/1/12 14:32:02	[服务器-5]：2018/1/12 14:32:03

2018/1/12 14:32:02	[本地时间]：2018/1/12 14:32:02

2018/1/12 14:32:03	[设置完毕]已同步时间

